"","follow","birthyr","turnout12","vote12","meet","march","compromise","ftobama","ftblack","ftwhite","fthisp","ftgay","fttrump","fthrc","ftsanders","ftpolice","ftfem","ftmuslim","ftsci","econnow","lcself","disc_b","disc_h","disc_g","disc_w","disc_m","disc_fed","disc_police","immig_numb","terror_worry","healthspend","finwell","warmcause","freetrade","stopblack","stop_ever","birthright_b","bo_muslim","amer_ident","marstat","employ","educ","gender","race","pid3","pid7","ideo5","pew_churatd","faminc","weight","dpolice.new"
"52","Most of the time",1977,"Definitely voted","Barack Obama","Extremely Likely","Have not done this in past 4 years","Compromies to get things done",95,69,51,50,51,4,75,95,48,93,51,100,"3","Closer to liberals","A great deal","A lot","A moderate amount","None at all","None at all","Treats whites much better","Treats whites much better","Increased a little","Not at all worried","Increase a great deal","Moderately worse","Mostly by human activity","Favor moderately","Very often","Has happened","Favor a great deal","Not a Muslim","A little important","Married","Full-time","Some college","Male","White","Democrat","Strong Democrat","Moderate","Never",12,0.810519301,"Treats whites much better"
"53","Most of the time",1940,"Definitely voted","Mitt Romney","Not at all likely","Have not done this in past 4 years","Compromies to get things done",15,41,50,50,40,60,10,21,71,22,40,70,"4","Somewhat conservative","A moderate amount","A moderate amount","A moderate amount","A moderate amount","A little","Treats blacks a little better","Treats whites a little better","Increased a little","Slightly worried","No Change","A little worse","Mostly by natural causes","Favor moderately","Somewhat often","Has happened","Not asked","Not a Muslim","Very important","Married","Retired","Post-grad","Male","White","Republican","Strong Republican","Conservative","Once a week",12,1.420223586,"Treats whites a little better"
"54","Most of the time",1983,"Definitely voted","Barack Obama","Extremely Likely","Have not done this in past 4 years","Compromies to get things done",80,91,91,91,97,0,99,64,51,65,88,94,"3","Very liberal","A lot","A lot","A lot","None at all","None at all","Treats whites much better","Treats whites much better","Kept the same","Moderately worried","Increase a little","Moderately worse","Mostly by human activity","Neither favor nor oppose","Very often","Never happened","Oppose a great deal","Not a Muslim","Very important","Single","Full-time","4-year","Female","Mixed","Democrat","Strong Democrat","Very liberal","Seldom",8,0.443704404,"Treats whites much better"
"55","Some of the Time",1978,"Definitely voted","Mitt Romney","Not at all likely","Have not done this in past 4 years","Sticks to his or her principles",2,50,59,50,6,92,3,42,65,47,29,50,"4","Somewhat conservative","A moderate amount","A moderate amount","A moderate amount","A little","A little","Treats blacks a little better","Treats whites a little better","Decreased a little","Very worried","No Change","A little worse","About equally by human activity and natural causes","Favor a little","Sometimes","Not asked","Oppose a little","Muslim","Extremely important","Single","Unemployed","High school graduate","Female","White","Republican","Strong Republican","Conservative","Once a week",2,1.220975527,"Treats whites a little better"
"56","Some of the Time",1978,"Definitely voted","Someone Else","A little likely","Have not done this in past 4 years","Compromies to get things done",72,84,84,76,81,1,31,86,57,46,75,95,"2","Neither liberal nor conservative","A lot","A moderate amount","A lot","A little","A little","Treats whites moderately better","Treats whites much better","Kept the same","Slightly worried","No Change","A little worse","Mostly by human activity","Favor a little","Somewhat often","Not asked","Favor moderately","Not a Muslim","Extremely important","Single","Full-time","Post-grad","Male","Mixed","Other","Not sure","Not sure","Seldom",7,0.212641143,"Treats whites much better"
"57","Most of the time",1974,"Definitely voted","Mitt Romney","Extremely Likely","Have done this in past 4 years","Sticks to his or her principles",0,41,84,40,61,100,1,4,36,54,1,31,"4","Closer to conservatives","A little","A little","A little","A lot","None at all","Treats blacks a little better","Treats both the same","Decreased a moderate amount","Extremely worried","No Change","A little worse","Mostly by human activity","Favor a little","Sometimes","Has happened","Oppose moderately","Muslim","Extremely important","Single","Part-time","2-year","Male","White","Other","Strong Republican","Very conservative","Once or twice a month",97,0.297196027,"Treats both the same"
"58","Most of the time",1973,"Definitely voted","Barack Obama","A little likely","Have not done this in past 4 years","Compromies to get things done",97,86,87,88,94,3,99,91,94,41,69,98,"2","Closer to liberals","A moderate amount","A lot","A moderate amount","None at all","None at all","Treats whites a little better","Treats whites moderately better","Increased a moderate amount","Not at all worried","Increase a great deal","A great deal worse","Mostly by human activity","Neither favor nor oppose","Very often","Not asked","Favor a great deal","Not a Muslim","Very important","Married","Full-time","Some college","Female","White","Indepent","Lean Democrat","Moderate","Never",6,1.556573059,"Treats whites moderately better"
"59","Some of the Time",1970,"Definitely voted","Mitt Romney","Not at all likely","Have not done this in past 4 years","Compromies to get things done",10,49,100,71,52,3,2,28,96,18,22,92,"3","Closer to conservatives","A little","A moderate amount","A moderate amount","A lot","A lot","Treats both the same","Treats both the same","Kept the same","Not at all worried","Decrease a little","A little better","About equally by human activity and natural causes","Oppose a little","Sometimes","Has happened","Not asked","Not a Muslim","Extremely important","Married","Full-time","No HS","Male","White","Indepent","Independent","Moderate","Never",9,0.678463826,"Treats both the same"
"60","Most of the time",1977,"Definitely voted","Someone Else","Moderately likely","Have not done this in past 4 years","Compromies to get things done",57,50,54,58,42,0,1,54,85,4,50,90,"3","Closer to conservatives","A little","A little","A little","None at all","None at all","Treats whites a little better","Treats whites moderately better","Kept the same","Not at all worried","Increase a great deal","A great deal worse","Mostly by human activity","Opposed a great deal","Somewhat often","Never happened","Neither favor or oppose","Not a Muslim","Moderately important","Single","Unemployed","4-year","Male","White","Republican","Weak Republican","Moderate","Seldom",1,0.713109341,"Treats whites moderately better"
"61","Most of the time",1962,"Definitely voted","Mitt Romney","Extremely Likely","Have done this in past 4 years","Compromies to get things done",0,100,100,100,100,0,0,0,100,0,100,0,"5","Very conservative","None at all","None at all","None at all","None at all","None at all","Treats blacks a little better","Treats blacks a little better","Decreased a lot","Extremely worried","Decrease moderately","A little worse","Mostly by natural causes","Favor a great deal","Rarely","Has happened","Oppose a great deal","Not a Muslim","Extremely important","Single","Full-time","4-year","Male","White","Republican","Strong Republican","Very conservative","Don't know",5,0.951160031,NA
"62","Hardly at all",1989,"Definitely voted","Barack Obama","Not at all likely","Have not done this in past 4 years","Compromies to get things done",84,71,98,91,71,0,16,50,85,98,66,97,"2","Closer to conservatives","A little","A little","A lot","A moderate amount","None at all","Treats whites much better","Treats whites a little better","Kept the same","Extremely worried","Increase a little","Moderately better","Mostly by human activity","Neither favor nor oppose","Sometimes","Not asked","Not asked","Muslim","Extremely important","Single","Full-time","4-year","Female","White","Republican","Weak Republican","Conservative","Once a week",3,1.03804325,"Treats whites a little better"
"63","Most of the time",1960,"Definitely voted","Barack Obama","Moderately likely","Have not done this in past 4 years","Compromies to get things done",95,81,71,88,89,0,78,100,52,84,90,100,"1","Very liberal","A lot","A moderate amount","A moderate amount","None at all","None at all","Treats whites moderately better","Treats whites much better","Increased a lot","Not at all worried","Increase a great deal","A great deal worse","Mostly by human activity","Neither favor nor oppose","Very often","Not asked","Favor a great deal","Not a Muslim","Moderately important","Divorced","Retired","4-year","Female","White","Democrat","Independent","Liberal","Never",6,1.14120465,"Treats whites much better"
"64","Some of the Time",1968,"Definitely voted","Mitt Romney","Moderately likely","Have not done this in past 4 years","Compromies to get things done",15,50,50,50,50,45,10,20,60,20,35,70,"4","Somewhat conservative","A little","A little","A little","A little","A little","Treats both the same","Treats whites a little better","Decreased a little","Not asked","No Change","A little worse","Mostly by natural causes","Favor moderately","Somewhat often","Has happened","Oppose moderately","Not a Muslim","Very important","Single","Full-time","Post-grad","Male","White","Indepent","Independent","Conservative","Once or twice a month",11,1.463117683,"Treats whites a little better"
